id,term,n_words,has_source_link,has_article_link,has_other_link,region,journal
29155492,autism,197,,,,,Autism research : official journal of the International Society for Autism Research
29155370,autism,33,,,,,IEEE pulse
29154648,autism,101,,,,,Developmental psychology
29154612,autism,110,,,,,Journal of experimental psychology. General
29154489,autism,134,,,,,Journal of intellectual disability research : JIDR
29154486,autism,143,,,,,Journal of intellectual disability research : JIDR
29154066,autism,133,,,,,Complementary therapies in medicine
29153004,autism,151,,,,,Autism : the international journal of research and practice
29153003,autism,99,,,,,Autism : the international journal of research and practice
29153002,autism,75,,,,,Autism : the international journal of research and practice
29153001,autism,116,,,,,Autism : the international journal of research and practice
29152993,autism,122,,,,,Autism : the international journal of research and practice
29152992,autism,114,,,,,Autism : the international journal of research and practice
29152901,autism,89,,,,,"American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics"
29152845,autism,90,,,,,"American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics"
29152670,autism,54,,,,,The Journal of medical humanities
29152669,autism,67,,,,,Journal of autism and developmental disorders
29152165,autism,187,,,,,Molecular autism
29152164,autism,139,,,,,Molecular autism
29152038,autism,88,,,,,Journal of cognitive education and psychology : JCEP
29151796,autism,48,,,,,Clujul medical (1957)
29151244,autism,135,,,,,Neurogenetics
29151108,autism,152,,,,,Psychopathology
29150892,autism,132,,,,,American journal of medical genetics. Part A
29150738,autism,67,,,,,Journal of autism and developmental disorders
29150463,autism,99,,,,,BMJ open
29150292,autism,77,,,,,Medical hypotheses
29150285,autism,96,,,,,Medical hypotheses
29149870,autism,120,,,,,BMC medical genetics
29149519,autism,149,,,,,Autism research : official journal of the International Society for Autism Research
29149018,autism,51,,,,,Brain sciences
29148160,autism,87,,,,,Stress and health : journal of the International Society for the Investigation of Stress
29147839,autism,88,,,,,Child psychiatry and human development
29147782,autism,133,,,,,"Journal of neural transmission (Vienna, Austria : 1996)"
29147630,autism,132,,,,,Global advances in health and medicine
29147105,autism,139,,,,,Metabolomics : Official journal of the Metabolomic Society
29146941,autism,120,,,,,Scientific reports
29146211,autism,98,,,,,International journal of developmental neuroscience : the official journal of the International Society for Developmental Neuroscience
29146048,autism,115,,,,,Biological psychiatry
29146047,autism,144,,,,,Biological psychiatry
29145823,autism,153,,,,,BMC bioinformatics
29145754,autism,182,,,,,The American journal of psychiatry
29145497,autism,138,,,,,PloS one
29145013,autism,110,,,,,Research in developmental disabilities
29144422,autism,129,,,,,"Behavioral sciences (Basel, Switzerland)"
29143542,autism,141,,,,,Autism : the international journal of research and practice
29143539,autism,99,,,,,Autism : the international journal of research and practice
29143169,autism,108,,,,,Maternal and child health journal
29142569,autism,107,,,,,Pakistan journal of medical sciences
29142556,autism,107,,,,,Pakistan journal of medical sciences
29142062,autism,149,,,,,"Learning & memory (Cold Spring Harbor, N.Y.)"
29141583,autism,152,,,,,BMC medical genetics
29141250,autism,124,,,,,Cytogenetic and genome research
29141232,autism,90,,,,,Stem cell reports
29141188,autism,113,,,,,Neuroscience research
29139322,autism,100,,,,,Autism : the international journal of research and practice
29139304,autism,104,,,,,Autism : the international journal of research and practice
29139302,autism,112,,,,,Autism : the international journal of research and practice
29139169,autism,115,,,,,Glia
29138391,autism,140,,,,,Scientific reports
29138280,autism,116,,,,,Genes & development
29138108,autism,152,,,,,Neuroscience
29137973,autism,142,,,,,Hormones and behavior
29137717,autism,103,,,,,Cortex; a journal devoted to the study of the nervous system and behavior
29137272,autism,148,,,,,Oncotarget
29135429,autism,86,,,,,The American journal of occupational therapy : official publication of the American Occupational Therapy Association
29134693,autism,135,,,,,Glia
29134344,autism,145,,,,,Metabolic brain disease
29133950,autism,117,,,,,Molecular psychiatry
29133852,autism,94,,,,,Nature communications
29132226,autism,145,,,,,Autism : the international journal of research and practice
29132079,autism,101,,,,,Research in developmental disabilities
29131901,autism,150,,,,,Investigative ophthalmology & visual science
29130143,autism,170,,,,,Journal of genetic counseling
29129963,autism,84,,,,,Disability & society
29129723,autism,134,,,,,Progress in neuro-psychopharmacology & biological psychiatry
29129535,autism,149,,,,,Current biology : CB
29129319,autism,150,,,,,Biological psychiatry
29128904,autism,108,,,,,Molecular neurobiology
29128446,autism,119,,,,,Progress in neuro-psychopharmacology & biological psychiatry
29128445,autism,67,,,,,Progress in neuro-psychopharmacology & biological psychiatry
29128349,autism,108,,,,,Journal of chemical neuroanatomy
29128334,autism,88,,,,,Cell systems
29127642,autism,84,,,,,Journal of autism and developmental disorders
29126394,autism,189,,,,,Journal of neurodevelopmental disorders
29126371,autism,171,,,,,Autism : the international journal of research and practice
29126368,autism,125,,,,,Autism : the international journal of research and practice
29126359,autism,103,,,,,Autism : the international journal of research and practice
29126347,autism,146,,,,,Autism : the international journal of research and practice
29125908,autism,154,,,,,LGBT health
29125721,autism,126,,,,,The Journal of clinical psychiatry
29125691,autism,140,,,,,Autism research : official journal of the International Society for Autism Research
29125540,autism,138,,,,,Brain sciences
29124472,autism,71,,,,,Journal of autism and developmental disorders
29124056,autism,135,,,,,Frontiers in nutrition
29123465,autism,180,,,,,Frontiers in neuroscience
29123130,autism,79,,,,,Scientific reports
29122693,autism,151,,,,,Brain research bulletin
29122491,autism,33,,,,,Trends in molecular medicine
29122040,autism,91,,,,,Epidemiology and psychiatric sciences
29121825,autism,72,,,,,Journal of intellectual disabilities : JOID
29121516,autism,196,,,,,Research in developmental disabilities
29121345,autism,141,,,,,Toxicological sciences : an official journal of the Society of Toxicology
29120534,autism,232,,,,,Autism research : official journal of the International Society for Autism Research
29119672,autism,65,,,,,Journal of applied research in intellectual disabilities : JARID
29119560,autism,148,,,,,Developmental medicine and child neurology
29119522,autism,77,,,,,Journal of autism and developmental disorders
29119521,autism,74,,,,,Journal of autism and developmental disorders
29119520,autism,72,,,,,Journal of autism and developmental disorders
29119519,autism,83,,,,,Journal of autism and developmental disorders
29119411,autism,145,,,,,Science and engineering ethics
29118362,autism,130,,,,,Scientific reports
29118348,autism,128,,,,,Scientific reports
29118128,autism,146,,,,,Proceedings. Biological sciences
29118110,autism,159,,,,,The Journal of neuroscience : the official journal of the Society for Neuroscience
29117712,autism,100,,,,,Behavior modification
29116905,autism,153,,,,,AJOB empirical bioethics
29116816,autism,166,,,,,"Journal of alternative and complementary medicine (New York, N.Y.)"
29116421,autism,78,,,,,Journal of autism and developmental disorders
29116420,autism,66,,,,,Journal of autism and developmental disorders
29116187,autism,113,,,,,Scientific reports
29116166,autism,82,,,,,Scientific reports
29115163,autism,124,,,,,Behavior modification
29114925,autism,122,,,,,Journal of neuroscience research
29114236,autism,206,,,,,Frontiers in psychology
29114038,autism,138,,,,,Science signaling
29114037,autism,116,,,,,Science signaling
29113563,autism,154,,,,,Journal of bioinformatics and computational biology
29113453,autism,111,,,,,Autism : the international journal of research and practice
29112858,autism,133,,,,,Jornal de pediatria
29112530,autism,89,,,,,The Journal of nervous and mental disease
29112459,autism,109,,,,,Journal of child and adolescent psychopharmacology
29112198,autism,142,,,,,Molecular psychiatry
29112191,autism,147,,,,,Molecular psychiatry
29111961,autism,59,,,,,Journal of social work in disability & rehabilitation
29111894,autism,121,,,,,Praxis der Kinderpsychologie und Kinderpsychiatrie
29111575,autism,68,,,,,Child development
29109559,autism,155,,,,,American journal of pharmaceutical education
29107812,autism,126,,,,,Biochimica et biophysica acta
29107450,autism,126,,,,,Epilepsy & behavior : E&B
29106499,autism,117,,,,,"Cerebral cortex (New York, N.Y. : 1991)"
29105664,autism,162,,,,,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology
29105513,autism,140,,,,,Autism : the international journal of research and practice
29104967,autism,104,,,,,Machine learning in medical imaging. MLMI (Workshop)
29104944,autism,147,,,,,Biological psychiatry. Cognitive neuroscience and neuroimaging
29104681,autism,134,,,,,Open access Macedonian journal of medical sciences
29104007,autism,148,,,,,Neurotoxicology
29102779,autism,122,,,,,Brain research
29102665,autism,114,,,,,Food and chemical toxicology : an international journal published for the British Industrial Biological Research Association
29102646,autism,74,,,,,Neurotoxicology
29102384,autism,121,,,,,Research in developmental disabilities
29101779,autism,133,,,,,Cognition
29101226,autism,137,,,,,Pediatrics
29100628,autism,173,,,,,Biological psychiatry
29100626,autism,146,,,,,Biological psychiatry
29100478,autism,97,,,,,Autism : the international journal of research and practice
29100475,autism,131,,,,,Autism : the international journal of research and practice
29100073,autism,94,,,,,Cell
29099558,autism,168,,,,,The Journal of clinical psychiatry
29099059,autism,71,,,,,International journal of molecular sciences
29099017,autism,133,,,,,"Medical sciences (Basel, Switzerland)"
29098015,autism,136,,,,,Research in autism spectrum disorders
29097980,autism,101,,,,,Occupational therapy international
29097976,autism,118,,,,,Occupational therapy international
29097966,autism,114,,,,,Occupational therapy international
29097906,autism,82,,,,,Action research (London)
29097880,autism,89,,,,,Journal of child and family studies
29097857,autism,166,,,,,"Journal of emergencies, trauma, and shock"
29097665,autism,80,,,,,Nature communications
29097123,autism,105,,,,,Epilepsy & behavior : E&B
29096777,autism,176,,,,,Journal of the American Academy of Child and Adolescent Psychiatry
29096641,autism,173,,,,,Journal of neuroinflammation
29096527,autism,163,,,,,Autism : the international journal of research and practice
29096243,autism,71,,,,,Current opinion in neurobiology
29095904,autism,68,,,,,PloS one
29095880,autism,178,,,,,PloS one
29095012,autism,88,,,,,Nutricion hospitalaria
29093639,autism,144,,,,,Experimental neurobiology
29093634,autism,145,,,,,Experimental neurobiology
29093147,autism,140,,,,,Journal of dental education
29092799,autism,171,,,,,Experimental neurology
29091821,autism,141,,,,,Psychiatry research
29090837,autism,30,,,,,Annals of the New York Academy of Sciences
29090595,autism,90,,,,,Behavior modification
29090517,autism,149,,,,,Developmental neurobiology
29090494,autism,129,,,,,Health expectations : an international journal of public participation in health care and health policy
29090251,autism,128,,,,,Journal of dental anesthesia and pain medicine
29090080,autism,128,,,,,Molecular autism
29090079,autism,240,,,,,Molecular autism
29090078,autism,192,,,,,Molecular autism
29090003,autism,62,,,,,Neural regeneration research
29089535,autism,116,,,,,Scientific reports
29088697,autism,90,,,,,Nature
29088456,autism,143,,,,,Schizophrenia bulletin
